year,month,period,region,fuel_switched_from,hp_type,total_installs,cleanbc_rebate_installs,utility_rebate_installs,self_funded_installs,market_rate_installs,low_mid_income_installs,est_ghg_avoided_tco2e_yr,est_annual_energy_savings_cad,cumulative_stock_province,bc_total_households,penetration_pct
2022,4,2022-04,Lower Mainland,oil,ground_source,3,1,0,2,2,1,13.8,4260,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,oil,water_heater,6,2,1,3,4,2,27.6,8520,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,propane,mini_split,26,9,6,11,20,6,83.2,30680,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,propane,central_ducted,17,5,4,8,13,4,54.4,20060,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,propane,ground_source,2,0,0,2,1,1,6.4,2360,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,propane,water_heater,4,1,1,2,3,1,12.8,4720,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,electric_baseboard,mini_split,130,45,32,53,101,29,52.0,40300,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,electric_baseboard,central_ducted,85,29,21,35,66,19,34.0,26350,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,electric_baseboard,ground_source,12,4,3,5,9,3,4.8,3720,203178,1850000,10.98
2022,4,2022-04,Lower Mainland,electric_baseboard,water_heater,22,7,5,10,17,5,8.8,6820,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,natural_gas,mini_split,85,29,21,35,66,19,178.5,83300,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,natural_gas,central_ducted,55,19,13,23,42,13,115.5,53900,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,natural_gas,ground_source,8,2,2,4,6,2,16.8,7840,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,natural_gas,water_heater,14,4,3,7,10,4,29.4,13720,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,oil,mini_split,13,4,3,6,10,3,59.8,18460,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,oil,central_ducted,8,2,2,4,6,2,36.8,11360,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,oil,ground_source,1,0,0,1,0,1,4.6,1420,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,oil,water_heater,2,0,0,2,1,1,9.2,2840,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,propane,mini_split,11,3,2,6,8,3,35.2,12980,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,propane,central_ducted,7,2,1,4,5,2,22.4,8260,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,propane,ground_source,1,0,0,1,0,1,3.2,1180,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,propane,water_heater,1,0,0,1,0,1,3.2,1180,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,electric_baseboard,mini_split,43,15,10,18,33,10,17.2,13330,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,electric_baseboard,central_ducted,28,9,7,12,21,7,11.2,8680,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,electric_baseboard,ground_source,4,1,1,2,3,1,1.6,1240,203178,1850000,10.98
2022,4,2022-04,Vancouver Island,electric_baseboard,water_heater,7,2,1,4,5,2,2.8,2170,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,natural_gas,mini_split,52,18,13,21,40,12,109.2,50960,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,natural_gas,central_ducted,34,11,8,15,26,8,71.4,33320,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,natural_gas,ground_source,5,1,1,3,3,2,10.5,4900,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,natural_gas,water_heater,9,3,2,4,7,2,18.9,8820,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,oil,mini_split,7,2,1,4,5,2,32.2,9940,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,oil,central_ducted,4,1,1,2,3,1,18.4,5680,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,oil,water_heater,1,0,0,1,0,1,4.6,1420,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,propane,mini_split,6,2,1,3,4,2,19.2,7080,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,propane,central_ducted,4,1,1,2,3,1,12.8,4720,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,propane,water_heater,1,0,0,1,0,1,3.2,1180,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,electric_baseboard,mini_split,28,9,7,12,21,7,11.2,8680,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,electric_baseboard,central_ducted,18,6,4,8,14,4,7.2,5580,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,electric_baseboard,ground_source,2,0,0,2,1,1,0.8,620,203178,1850000,10.98
2022,4,2022-04,Thompson-Okanagan,electric_baseboard,water_heater,4,1,1,2,3,1,1.6,1240,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,natural_gas,mini_split,46,16,11,19,35,11,96.6,45080,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,natural_gas,central_ducted,30,10,7,13,23,7,63.0,29400,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,natural_gas,ground_source,4,1,1,2,3,1,8.4,3920,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,natural_gas,water_heater,8,2,2,4,6,2,16.8,7840,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,oil,mini_split,6,2,1,3,4,2,27.6,8520,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,oil,central_ducted,4,1,1,2,3,1,18.4,5680,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,oil,water_heater,1,0,0,1,0,1,4.6,1420,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,propane,mini_split,5,1,1,3,3,2,16.0,5900,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,propane,central_ducted,3,1,0,2,2,1,9.6,3540,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,electric_baseboard,mini_split,23,8,5,10,17,6,9.2,7130,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,electric_baseboard,central_ducted,15,5,3,7,11,4,6.0,4650,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,electric_baseboard,ground_source,2,0,0,2,1,1,0.8,620,203178,1850000,10.98
2022,4,2022-04,Fraser Valley,electric_baseboard,water_heater,4,1,1,2,3,1,1.6,1240,203178,1850000,10.98
2022,4,2022-04,Northern BC,natural_gas,mini_split,14,4,3,7,10,4,29.4,13720,203178,1850000,10.98
2022,4,2022-04,Northern BC,natural_gas,central_ducted,9,3,2,4,7,2,18.9,8820,203178,1850000,10.98
2022,4,2022-04,Northern BC,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,203178,1850000,10.98
2022,4,2022-04,Northern BC,natural_gas,water_heater,2,0,0,2,1,1,4.2,1960,203178,1850000,10.98
2022,4,2022-04,Northern BC,oil,mini_split,9,3,2,4,7,2,41.4,12780,203178,1850000,10.98
2022,4,2022-04,Northern BC,oil,central_ducted,6,2,1,3,4,2,27.6,8520,203178,1850000,10.98
2022,4,2022-04,Northern BC,oil,water_heater,1,0,0,1,0,1,4.6,1420,203178,1850000,10.98
2022,4,2022-04,Northern BC,propane,mini_split,11,3,2,6,8,3,35.2,12980,203178,1850000,10.98
2022,4,2022-04,Northern BC,propane,central_ducted,7,2,1,4,5,2,22.4,8260,203178,1850000,10.98
2022,4,2022-04,Northern BC,propane,ground_source,1,0,0,1,0,1,3.2,1180,203178,1850000,10.98
2022,4,2022-04,Northern BC,propane,water_heater,2,0,0,2,1,1,6.4,2360,203178,1850000,10.98
2022,4,2022-04,Northern BC,electric_baseboard,mini_split,13,4,3,6,10,3,5.2,4030,203178,1850000,10.98
2022,4,2022-04,Northern BC,electric_baseboard,central_ducted,8,2,2,4,6,2,3.2,2480,203178,1850000,10.98
2022,4,2022-04,Northern BC,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,203178,1850000,10.98
2022,4,2022-04,Northern BC,electric_baseboard,water_heater,2,0,0,2,1,1,0.8,620,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,natural_gas,mini_split,17,5,4,8,13,4,35.7,16660,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,natural_gas,central_ducted,11,3,2,6,8,3,23.1,10780,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,natural_gas,water_heater,3,1,0,2,2,1,6.3,2940,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,oil,mini_split,2,0,0,2,1,1,9.2,2840,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,oil,central_ducted,1,0,0,1,0,1,4.6,1420,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,propane,mini_split,1,0,0,1,0,1,3.2,1180,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,propane,central_ducted,1,0,0,1,0,1,3.2,1180,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,electric_baseboard,mini_split,8,2,2,4,6,2,3.2,2480,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,electric_baseboard,central_ducted,5,1,1,3,3,2,2.0,1550,203178,1850000,10.98
2022,4,2022-04,Kootenay-Boundary,electric_baseboard,water_heater,1,0,0,1,0,1,0.4,310,203178,1850000,10.98
2022,4,2022-04,Cariboo,natural_gas,mini_split,7,2,1,4,5,2,14.7,6860,203178,1850000,10.98
2022,4,2022-04,Cariboo,natural_gas,central_ducted,5,1,1,3,3,2,10.5,4900,203178,1850000,10.98
2022,4,2022-04,Cariboo,natural_gas,water_heater,1,0,0,1,0,1,2.1,980,203178,1850000,10.98
2022,4,2022-04,Cariboo,oil,mini_split,1,0,0,1,0,1,4.6,1420,203178,1850000,10.98
2022,4,2022-04,Cariboo,propane,mini_split,1,0,0,1,0,1,3.2,1180,203178,1850000,10.98
2022,4,2022-04,Cariboo,electric_baseboard,mini_split,4,1,1,2,3,1,1.6,1240,203178,1850000,10.98
2022,4,2022-04,Cariboo,electric_baseboard,central_ducted,3,1,0,2,2,1,1.2,930,203178,1850000,10.98
2022,5,2022-05,Lower Mainland,natural_gas,mini_split,205,71,51,83,159,46,430.5,200900,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,natural_gas,central_ducted,134,46,33,55,104,30,281.4,131320,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,natural_gas,ground_source,19,6,4,9,14,5,39.9,18620,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,natural_gas,water_heater,35,12,8,15,27,8,73.5,34300,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,oil,mini_split,34,11,8,15,26,8,156.4,48280,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,oil,central_ducted,22,7,5,10,17,5,101.2,31240,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,oil,ground_source,3,1,0,2,2,1,13.8,4260,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,oil,water_heater,5,1,1,3,3,2,23.0,7100,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,propane,mini_split,30,10,7,13,23,7,96.0,35400,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,propane,central_ducted,19,6,4,9,14,5,60.8,22420,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,propane,ground_source,2,0,0,2,1,1,6.4,2360,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,propane,water_heater,5,1,1,3,3,2,16.0,5900,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,electric_baseboard,mini_split,107,37,26,44,83,24,42.8,33170,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,electric_baseboard,central_ducted,70,24,17,29,54,16,28.0,21700,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,electric_baseboard,ground_source,10,3,2,5,7,3,4.0,3100,204809,1850000,11.07
2022,5,2022-05,Lower Mainland,electric_baseboard,water_heater,18,6,4,8,14,4,7.2,5580,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,natural_gas,mini_split,74,25,18,31,57,17,155.4,72520,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,natural_gas,central_ducted,48,16,12,20,37,11,100.8,47040,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,natural_gas,ground_source,7,2,1,4,5,2,14.7,6860,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,natural_gas,water_heater,12,4,3,5,9,3,25.2,11760,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,oil,mini_split,10,3,2,5,7,3,46.0,14200,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,oil,central_ducted,7,2,1,4,5,2,32.2,9940,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,oil,ground_source,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,oil,water_heater,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,propane,mini_split,9,3,2,4,7,2,28.8,10620,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,propane,central_ducted,6,2,1,3,4,2,19.2,7080,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,propane,water_heater,1,0,0,1,0,1,3.2,1180,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,electric_baseboard,mini_split,44,15,11,18,34,10,17.6,13640,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,electric_baseboard,central_ducted,29,10,7,12,22,7,11.6,8990,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,electric_baseboard,ground_source,4,1,1,2,3,1,1.6,1240,204809,1850000,11.07
2022,5,2022-05,Vancouver Island,electric_baseboard,water_heater,7,2,1,4,5,2,2.8,2170,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,natural_gas,mini_split,60,21,15,24,46,14,126.0,58800,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,natural_gas,central_ducted,39,13,9,17,30,9,81.9,38220,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,natural_gas,ground_source,5,1,1,3,3,2,10.5,4900,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,natural_gas,water_heater,10,3,2,5,7,3,21.0,9800,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,oil,mini_split,7,2,1,4,5,2,32.2,9940,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,oil,central_ducted,5,1,1,3,3,2,23.0,7100,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,oil,water_heater,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,propane,mini_split,8,2,2,4,6,2,25.6,9440,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,propane,central_ducted,5,1,1,3,3,2,16.0,5900,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,propane,water_heater,1,0,0,1,0,1,3.2,1180,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,electric_baseboard,mini_split,31,10,7,14,24,7,12.4,9610,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,electric_baseboard,central_ducted,20,7,5,8,15,5,8.0,6200,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,electric_baseboard,ground_source,3,1,0,2,2,1,1.2,930,204809,1850000,11.07
2022,5,2022-05,Thompson-Okanagan,electric_baseboard,water_heater,5,1,1,3,3,2,2.0,1550,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,natural_gas,mini_split,44,15,11,18,34,10,92.4,43120,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,natural_gas,central_ducted,29,10,7,12,22,7,60.9,28420,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,natural_gas,ground_source,4,1,1,2,3,1,8.4,3920,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,natural_gas,water_heater,7,2,1,4,5,2,14.7,6860,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,oil,mini_split,6,2,1,3,4,2,27.6,8520,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,oil,central_ducted,4,1,1,2,3,1,18.4,5680,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,oil,water_heater,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,propane,mini_split,5,1,1,3,3,2,16.0,5900,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,propane,central_ducted,3,1,0,2,2,1,9.6,3540,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,electric_baseboard,mini_split,26,9,6,11,20,6,10.4,8060,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,electric_baseboard,central_ducted,17,5,4,8,13,4,6.8,5270,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,electric_baseboard,ground_source,2,0,0,2,1,1,0.8,620,204809,1850000,11.07
2022,5,2022-05,Fraser Valley,electric_baseboard,water_heater,4,1,1,2,3,1,1.6,1240,204809,1850000,11.07
2022,5,2022-05,Northern BC,natural_gas,mini_split,14,4,3,7,10,4,29.4,13720,204809,1850000,11.07
2022,5,2022-05,Northern BC,natural_gas,central_ducted,9,3,2,4,7,2,18.9,8820,204809,1850000,11.07
2022,5,2022-05,Northern BC,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,204809,1850000,11.07
2022,5,2022-05,Northern BC,natural_gas,water_heater,2,0,0,2,1,1,4.2,1960,204809,1850000,11.07
2022,5,2022-05,Northern BC,oil,mini_split,10,3,2,5,7,3,46.0,14200,204809,1850000,11.07
2022,5,2022-05,Northern BC,oil,central_ducted,6,2,1,3,4,2,27.6,8520,204809,1850000,11.07
2022,5,2022-05,Northern BC,oil,ground_source,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Northern BC,oil,water_heater,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Northern BC,propane,mini_split,11,3,2,6,8,3,35.2,12980,204809,1850000,11.07
2022,5,2022-05,Northern BC,propane,central_ducted,7,2,1,4,5,2,22.4,8260,204809,1850000,11.07
2022,5,2022-05,Northern BC,propane,ground_source,1,0,0,1,0,1,3.2,1180,204809,1850000,11.07
2022,5,2022-05,Northern BC,propane,water_heater,2,0,0,2,1,1,6.4,2360,204809,1850000,11.07
2022,5,2022-05,Northern BC,electric_baseboard,mini_split,14,4,3,7,10,4,5.6,4340,204809,1850000,11.07
2022,5,2022-05,Northern BC,electric_baseboard,central_ducted,9,3,2,4,7,2,3.6,2790,204809,1850000,11.07
2022,5,2022-05,Northern BC,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,204809,1850000,11.07
2022,5,2022-05,Northern BC,electric_baseboard,water_heater,2,0,0,2,1,1,0.8,620,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,natural_gas,mini_split,17,5,4,8,13,4,35.7,16660,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,natural_gas,central_ducted,11,3,2,6,8,3,23.1,10780,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,natural_gas,water_heater,3,1,0,2,2,1,6.3,2940,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,oil,mini_split,2,0,0,2,1,1,9.2,2840,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,oil,central_ducted,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,propane,mini_split,2,0,0,2,1,1,6.4,2360,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,propane,central_ducted,1,0,0,1,0,1,3.2,1180,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,electric_baseboard,mini_split,10,3,2,5,7,3,4.0,3100,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,electric_baseboard,central_ducted,7,2,1,4,5,2,2.8,2170,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,204809,1850000,11.07
2022,5,2022-05,Kootenay-Boundary,electric_baseboard,water_heater,1,0,0,1,0,1,0.4,310,204809,1850000,11.07
2022,5,2022-05,Cariboo,natural_gas,mini_split,8,2,2,4,6,2,16.8,7840,204809,1850000,11.07
2022,5,2022-05,Cariboo,natural_gas,central_ducted,5,1,1,3,3,2,10.5,4900,204809,1850000,11.07
2022,5,2022-05,Cariboo,natural_gas,water_heater,1,0,0,1,0,1,2.1,980,204809,1850000,11.07
2022,5,2022-05,Cariboo,oil,mini_split,1,0,0,1,0,1,4.6,1420,204809,1850000,11.07
2022,5,2022-05,Cariboo,electric_baseboard,mini_split,4,1,1,2,3,1,1.6,1240,204809,1850000,11.07
2022,5,2022-05,Cariboo,electric_baseboard,central_ducted,2,0,0,2,1,1,0.8,620,204809,1850000,11.07
2022,6,2022-06,Lower Mainland,natural_gas,mini_split,194,67,48,79,151,43,407.4,190120,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,natural_gas,central_ducted,127,44,31,52,99,28,266.7,124460,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,natural_gas,ground_source,18,6,4,8,14,4,37.8,17640,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,natural_gas,water_heater,33,11,8,14,25,8,69.3,32340,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,oil,mini_split,28,9,7,12,21,7,128.8,39760,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,oil,central_ducted,18,6,4,8,14,4,82.8,25560,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,oil,ground_source,2,0,0,2,1,1,9.2,2840,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,oil,water_heater,4,1,1,2,3,1,18.4,5680,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,propane,mini_split,21,7,5,9,16,5,67.2,24780,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,propane,central_ducted,14,4,3,7,10,4,44.8,16520,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,propane,ground_source,2,0,0,2,1,1,6.4,2360,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,propane,water_heater,3,1,0,2,2,1,9.6,3540,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,electric_baseboard,mini_split,96,33,24,39,74,22,38.4,29760,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,electric_baseboard,central_ducted,62,21,15,26,48,14,24.8,19220,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,electric_baseboard,ground_source,9,3,2,4,7,2,3.6,2790,206218,1850000,11.15
2022,6,2022-06,Lower Mainland,electric_baseboard,water_heater,16,5,4,7,12,4,6.4,4960,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,natural_gas,mini_split,67,23,16,28,52,15,140.7,65660,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,natural_gas,central_ducted,43,15,10,18,33,10,90.3,42140,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,natural_gas,ground_source,6,2,1,3,4,2,12.6,5880,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,natural_gas,water_heater,11,3,2,6,8,3,23.1,10780,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,oil,mini_split,9,3,2,4,7,2,41.4,12780,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,oil,central_ducted,6,2,1,3,4,2,27.6,8520,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,oil,water_heater,1,0,0,1,0,1,4.6,1420,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,propane,mini_split,9,3,2,4,7,2,28.8,10620,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,propane,central_ducted,6,2,1,3,4,2,19.2,7080,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,propane,water_heater,1,0,0,1,0,1,3.2,1180,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,electric_baseboard,mini_split,34,11,8,15,26,8,13.6,10540,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,electric_baseboard,central_ducted,22,7,5,10,17,5,8.8,6820,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,electric_baseboard,ground_source,3,1,0,2,2,1,1.2,930,206218,1850000,11.15
2022,6,2022-06,Vancouver Island,electric_baseboard,water_heater,5,1,1,3,3,2,2.0,1550,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,natural_gas,mini_split,57,19,14,24,44,13,119.7,55860,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,natural_gas,central_ducted,37,12,9,16,28,9,77.7,36260,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,natural_gas,ground_source,5,1,1,3,3,2,10.5,4900,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,natural_gas,water_heater,9,3,2,4,7,2,18.9,8820,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,oil,mini_split,7,2,1,4,5,2,32.2,9940,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,oil,central_ducted,4,1,1,2,3,1,18.4,5680,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,oil,water_heater,1,0,0,1,0,1,4.6,1420,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,propane,mini_split,6,2,1,3,4,2,19.2,7080,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,propane,central_ducted,4,1,1,2,3,1,12.8,4720,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,propane,water_heater,1,0,0,1,0,1,3.2,1180,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,electric_baseboard,mini_split,27,9,6,12,21,6,10.8,8370,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,electric_baseboard,central_ducted,17,5,4,8,13,4,6.8,5270,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,electric_baseboard,ground_source,2,0,0,2,1,1,0.8,620,206218,1850000,11.15
2022,6,2022-06,Thompson-Okanagan,electric_baseboard,water_heater,4,1,1,2,3,1,1.6,1240,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,natural_gas,mini_split,36,12,9,15,28,8,75.6,35280,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,natural_gas,central_ducted,24,8,6,10,18,6,50.4,23520,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,natural_gas,ground_source,3,1,0,2,2,1,6.3,2940,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,natural_gas,water_heater,6,2,1,3,4,2,12.6,5880,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,oil,mini_split,5,1,1,3,3,2,23.0,7100,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,oil,central_ducted,3,1,0,2,2,1,13.8,4260,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,propane,mini_split,4,1,1,2,3,1,12.8,4720,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,propane,central_ducted,3,1,0,2,2,1,9.6,3540,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,electric_baseboard,mini_split,18,6,4,8,14,4,7.2,5580,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,electric_baseboard,central_ducted,12,4,3,5,9,3,4.8,3720,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,206218,1850000,11.15
2022,6,2022-06,Fraser Valley,electric_baseboard,water_heater,3,1,0,2,2,1,1.2,930,206218,1850000,11.15
2022,6,2022-06,Northern BC,natural_gas,mini_split,13,4,3,6,10,3,27.3,12740,206218,1850000,11.15
